,title,question,answer
634,Dany Robin,What are some of the films Paula Prentiss is best known for?,"Where the Boys Are, What's New Pussycat?, Catch-22, The Parallax View, and The Stepford Wives."
635,Dany Robin,For what award was Paula Prentiss nominated for her role in the sitcom He & She?,Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series.
636,Dany Robin,When was Janis Paige born?,"September 16, 1922"
637,Dany Robin,What personal challenges did Peter Sellers face?,"Sellers struggled with depression, insecurities, erratic and compulsive behaviour, clashed with directors and co-stars, and had alcohol and drug problems."
638,Dany Robin,What sitcom did Janis Paige star in?,It's Always Jan
639,Karl Hartl,What is the capital city of Austria?,Vienna
640,Karl Hartl,Who was the world's first psychoanalyst that lived in Vienna?,Sigmund Freud
641,Karl Hartl,Who do Morris Flynn and Macky McMacpherson masquerade as in 'The Man Who Was Sherlock Holmes'?,Sherlock Holmes and Dr Watson
642,Karl Hartl,What is the original French title of The Princess's Whim?,Caprice de princesse
643,Karl Hartl,What is the native name for Austria and its meaning?,"Österreich, meaning 'eastern realm'"
644,Karl Hartl,"When was Wien-Film GmbH established, and until when did it last?",It was established in 1938 and lasted until 1985.
645,Karl Hartl,What is the original German title of Her Highness the Saleswoman?,"Ihre Durchlaucht, die Verkäuferin"
646,Karl Hartl,Who owned Wien-Film GmbH until 1945?,"The Cautio Trust Company, a subsidiary of the German Reichsfilmkammer."
647,Karl Hartl,What is the genre of 'The Man Who Was Sherlock Holmes'?,Mystery comedy
648,Karl Hartl,What is the main plot of 'The Man Who Was Sherlock Holmes'?,The investigation of two sisters and the theft and forgery of valuable postage stamps
649,Karl Hartl,What was Wien-Film GmbH also known as?,Vienna Film Limited
650,Karl Hartl,What was the primary purpose of building F.P.1 according to the film?,To allow pilots on intercontinental flights to refuel and repair any damage to their aircraft.
651,Karl Hartl,When did Austria join the European Union?,1995
652,Karl Hartl,When was Vienna designated a UNESCO World Heritage Site?,2001
653,George Beadle,Where is the main campus of the University of Chicago located?,The main campus of the University of Chicago is located in Chicago's Hyde Park neighborhood.
654,George Beadle,What organism did Alfred Sturtevant primarily work with during his genetic research?,Drosophila melanogaster.
655,George Beadle,What prestigious award did Alfred Sturtevant receive in 1968?,The 1967 National Medal of Science.
656,George Beadle,When was Theodosius Dobzhansky born?,"January 25, 1900"
657,George Beadle,When and where was Boris Ephrussi born?,Boris Ephrussi was born on 9 May 1901 in Russia.
658,George Beadle,How many Nobel laureates have been affiliated with Caltech as of October 2022?,There are 79 Nobel laureates affiliated with Caltech.
659,George Beadle,Who is awarded the Nobel Prize in Physiology or Medicine?,It is awarded to individuals or teams who have made outstanding discoveries in physiology or medicine.
660,George Beadle,"When was Wahoo, Nebraska founded?",Wahoo was founded in 1870.
661,George Beadle,"When was the California Institute of Technology founded, and by whom?",It was founded in 1891 by Amos G. Throop.
662,George Beadle,What are the two major land regions of Nebraska?,The Dissected Till Plains and the Great Plains.
663,George Beadle,What type of climate does eastern Nebraska have?,A humid continental climate.
664,George Beadle,What fields are the original Nobel Prizes awarded in as per Alfred Nobel's will?,"Physics, Chemistry, Physiology or Medicine, Literature, and Peace"
665,George Beadle,What significant scientific contributions did Boris Ephrussi make?,"Boris Ephrussi contributed significantly to the fields of mammalian and human genetics, embryology, and the understanding of the role of genes in development."
666,George Beadle,What did Edward Tatum win the Nobel Prize for?,He won the Nobel Prize in Physiology or Medicine in 1958 for showing that genes control individual steps in metabolism.
667,George Beadle,What limitations are there on the number of recipients for the Nobel Prize in Physiology or Medicine?,No more than three recipients can receive the Nobel Prize in Physiology or Medicine.
668,George Beadle,What professional societies was Edward Tatum a member of?,"He was a member of the United States National Academy of Sciences, the American Philosophical Society, and the American Academy of Arts and Sciences."
669,George Beadle,What is the meaning of Nebraska's name and in which languages is it rooted?,"Nebraska's name means 'flat water', rooted in the Otoe and Omaha languages."
670,George Beadle,What significant achievement is Alfred Sturtevant known for in the field of genetics?,Constructing the first genetic map of a chromosome in 1911.
671,George Beadle,What are the main components of the University of Chicago?,"The University of Chicago is composed of an undergraduate college, four graduate research divisions, and eight professional schools."
672,George Beadle,"What is the population of Wahoo, Nebraska as of the 2020 census?","The population was 4,818 at the 2020 census."
673,Catherine of Bohemia,What year did Charles IV become Holy Roman Emperor?,1355
674,Catherine of Bohemia,How is Charles IV viewed in the Czech Republic today?,He remains a popular historical figure in the Czech Republic.
675,Catherine of Bohemia,"When was Charles IV, Holy Roman Emperor born?",14 May 1316
676,Catherine of Bohemia,What significant document did Rudolf IV order to be created?,The Privilegium Maius.
677,Catherine of Bohemia,What characterized Rudolf IV's rule according to the document?,"He was energetic, active, and popular among his subjects."
678,Catherine of Bohemia,Where was Rudolf IV born?,Vienna.
679,Gabrielle Bossis,What river is Nantes located on?,Loire
680,Gabrielle Bossis,With which city does Nantes form a major north-western French metropolitan agglomeration?,Saint-Nazaire
681,Gabrielle Bossis,What is Nantes historically and culturally part of?,Brittany
682,Gabrielle Bossis,What European award did Nantes receive in 2013?,European Green Capital Award
683,Gabrielle Bossis,Which department did Le Fresne-sur-Loire become part of after the merger?,Maine-et-Loire department.
684,Gabrielle Bossis,What does 'Le Fresne-sur-Loire' literally translate to in English?,Le Fresne on Loire.
685,Gabrielle Bossis,What is the official name of Verdun before 1970?,Verdun-sur-Meuse
686,Gabrielle Bossis,In which country is Verdun located?,France
687,Gabrielle Bossis,Which river is Verdun situated on?,The river Meuse
688,Gabrielle Bossis,In which region of France is Verdun located?,Grand Est
689,Gabrielle Bossis,"In Nicene Christianity, what is the role of the Holy Spirit?",The third person of the Trinity.
690,Gabrielle Bossis,What global city ranking did Nantes receive from the Globalization and World Cities Research Network in 2020?,Gamma world city
691,Gabrielle Bossis,How does the Christian concept of the Holy Spirit primarily differ from its concept in Judaism?,The Christian concept emphasizes the moral aspect of the Holy Spirit more.
692,Gabrielle Bossis,What is Le Fresne-sur-Loire?,A former commune of the Loire-Atlantique department in western France.
693,Gabrielle Bossis,What is the function of the Holy Spirit in the Baha’i Faith?,The intermediary between God and man and the outpouring grace of God.
694,Gabrielle Bossis,Is Verdun the capital of the Meuse department?,"No, the capital is Bar-le-Duc"
695,Gabrielle Bossis,What is Verdun well known for?,Giving its name to a major battle of the First World War
696,Gabrielle Bossis,How is Verdun connected to Jarny?,By rail
697,Gabrielle Bossis,Which autoroute passes south of Verdun?,The A4 autoroute Paris–Metz–Strasbourg
698,Fatmir Sejdiu,What is the capital city of Kosovo?,Pristina
699,Fatmir Sejdiu,What is the capital and largest city of Serbia?,Belgrade.
700,Fatmir Sejdiu,When was Arizona State University founded and under what name?,Arizona State University was founded in 1885 as Territorial Normal School.
701,Fatmir Sejdiu,What is the supreme law of the Republic of Kosovo?,The Constitution of Kosovo
702,Fatmir Sejdiu,What is the Democratic League of Kosovo?,The Democratic League of Kosovo is the oldest and one of the largest political parties in Kosovo.
703,Fatmir Sejdiu,What stance did the Democratic League of Kosovo take towards Kosovo's independence?,The LDK continually supported the independence of Kosovo.
704,Fatmir Sejdiu,What is the role of the Constitutional Court of Kosovo?,The Constitutional Court of Kosovo is the final authority for the interpretation of the Constitution of Kosovo and judicial review of laws for compliance with the constitution.
